Unnamed: 0,question,question_number,result_rank,excerpt,filename,model_chunk_index,model_chapter_number,model_chapter_title,model_chunk_in_chapter_index,all_model_chunks,model_filename,excerpt_cleaned,expected_all_chunk_indices,expected_book_filename,correct_match
123,"Of the groups who invade Oz, which of their leaders is considered the fiercest?",42,1,"""The Nome King and his terrible allies sat at the banquet table until midnight. There was much quarreling between the Growleywogs and Phanfasms, and one of the wee-headed Whimsies got angry at General Guph and choked him until he nearly stopped breathing. Yet no one was seriously hurt, and the Nome King felt much relieved when the clock struck twelve and they all sprang up and seized their weapons. ""Aha!"" shouted the First and Foremost. ""Now to conquer the Land of Oz!"" He marshaled his Phanfasms in battle array and at his word of command they marched into the tunnel and began the long journey through it to the Emerald City. The First and Foremost intended to take all the treasures in Oz for himself; to kill all who could be killed and enslave the rest; to destroy and lay waste the whole country, and afterward to conquer and enslave the Nomes, the Growleywogs and the Whimsies. And he knew his power was sufficient to enable him to do all these things easily. Next marched into the tunnel the army of gigantic Growleywogs, with their Grand Gallipoot at their head. They were dreadful beings, indeed, and longed to get to Oz that they might begin to pilfer and destroy. The Grand Gallipoot was a little afraid of the First and Foremost, but had a cunning plan to murder or destroy that powerful being and secure the wealth of Oz for himself. Mighty little of the plunder would the Nome King get, thought the Grand Gallipoot.""",book6_the_emerald_city_of_oz_pg41667_images,355.0,27.0,How The Fierce Warriors Invaded Oz,0.0,"[355, 356]",the_emerald_city_of_oz,the nome king and his terrible allies sat at the banquet table until midnight. there was much quarreling between the growleywogs and phanfasms and one of the wee headed whimsies got angry at general guph and choked him until he nearly stopped breathing. yet no one was seriously hurt and the nome king felt much relieved when the clock struck twelve and they all sprang up and seized their weapons. aha! shouted the first and foremost. now to conquer the land of oz! he marshaled his phanfasms in battle array and at his word of command they marched into the tunnel and began the long journey through it to the emerald city. the first and foremost intended to take all the treasures in oz for himself; to kill all who could be killed and enslave the rest; to destroy and lay waste the whole country and afterward to conquer and enslave the nomes the growleywogs and the whimsies. and he knew his power was sufficient to enable him to do all these things easily. next marched into the tunnel the army of gigantic growleywogs with their grand gallipoot at their head. they were dreadful beings indeed and longed to get to oz that they might begin to pilfer and destroy. the grand gallipoot was a little afraid of the first and foremost but had a cunning plan to murder or destroy that powerful being and secure the wealth of oz for himself. mighty little of the plunder would the nome king get thought the grand gallipoot.,[344],the_emerald_city_of_oz,False
124,"Of the groups who invade Oz, which of their leaders is considered the fiercest?",42,2,"""The Whimsies, the Growleywogs and the Phanfasms,"" she replied. ""I watched to-day in my Magic Picture the messengers whom the Nome King sent to all these people to summon them to assemble in his great caverns."" ""Let us see what they are doing now,"" suggested the Tin Woodman. So Ozma wished to see the Nome King's cavern, and at once the landscape faded from the Magic Picture and was replaced by the scene then being enacted in the jeweled cavern of King Roquat. A wild and startling scene it was which the Oz people beheld. Before the Nome King stood the Chief of the Whimsies and the Grand Gallipoot of the Groweywogs, surrounded by their most skillful generals. Very fierce and powerful they looked, so that even the Nome King and General Guph, who stood beside his master, seemed a bit fearful in the presence of their allies. Now a still more formidable creature entered the cavern. It was the First and Foremost of the Phanfasms and he proudly sat down in King Roquat's own throne and demanded the right to lead his forces through the tunnel in advance of all the others. The First and Foremost now appeared to all eyes in his hairy skin and the bear's head. What his real form was even Roquat did not know. Through the arches leading into the vast series of caverns that lay beyond the throne room of King Roquat, could be seen ranks upon ranks of the invaders—thousands of Phanfasms, Growleywogs and Whimsies standing in serried lines, while behind them were massed the thousands upon thousands of General Guph's own army of Nomes.""",book6_the_emerald_city_of_oz_pg41667_images,341.0,26.0,How Ozma Refused To Fight For Her Kingdom,2.0,"[341, 342, 343]",the_emerald_city_of_oz,the whimsies the growleywogs and the phanfasms she replied. i watched to day in my magic picture the messengers whom the nome king sent to all these people to summon them to assemble in his great caverns. let us see what they are doing now suggested the tin woodman. so ozma wished to see the nome kings cavern and at once the landscape faded from the magic picture and was replaced by the scene then being enacted in the jeweled cavern of king roquat. a wild and startling scene it was which the oz people beheld. before the nome king stood the chief of the whimsies and the grand gallipoot of the groweywogs surrounded by their most skillful generals. very fierce and powerful they looked so that even the nome king and general guph who stood beside his master seemed a bit fearful in the presence of their allies. now a still more formidable creature entered the cavern. it was the first and foremost of the phanfasms and he proudly sat down in king roquats own throne and demanded the right to lead his forces through the tunnel in advance of all the others. the first and foremost now appeared to all eyes in his hairy skin and the bears head. what his real form was even roquat did not know. through the arches leading into the vast series of caverns that lay beyond the throne room of king roquat could be seen ranks upon ranks of the invaders thousands of phanfasms growleywogs and whimsies standing in serried lines while behind them were massed the thousands upon thousands of general guphs own army of nomes.,[344],the_emerald_city_of_oz,False
125,"Of the groups who invade Oz, which of their leaders is considered the fiercest?",42,3,"""The First and Foremost now laughed grimly and released his prisoner. ""If you have anything to say that is interesting,"" he remarked, ""speak out, before I strangle you."" So Guph spoke out. He tried not to pay any attention to a strange rustling sound that he heard, as of an unseen multitude drawing near to listen to his words. His eyes could see only the fierce bear-man, and to him he addressed his speech. First he told of his plan to conquer the Land of Oz and plunder the country of its riches and enslave its people, who, being fairies, could not be killed. After relating all this, and telling of the tunnel the Nome King was building, he said he had come to ask the First and Foremost to join the Nomes, with his band of terrible warriors, and help them to defeat the Oz people. The General spoke very earnestly and impressively, but when he had finished the bear-man began to laugh as if much amused, and his laughter seemed to be echoed by a chorus of merriment from an unseen multitude. Then, for the first time, Guph began to feel a trifle worried. ""Who else has promised to help you?"" finally asked the First and Foremost. ""The Whimsies,"" replied the General. Again the bear-headed Phanfasm laughed. ""Any others?"" he inquired. ""Only the Growleywogs,"" said Guph. This answer set the First and Foremost laughing anew.""",book6_the_emerald_city_of_oz_pg41667_images,146.0,11.0,How The General Met The First And Foremost,11.0,"[146, 147]",the_emerald_city_of_oz,the first and foremost now laughed grimly and released his prisoner. if you have anything to say that is interesting he remarked speak out before i strangle you. so guph spoke out. he tried not to pay any attention to a strange rustling sound that he heard as of an unseen multitude drawing near to listen to his words. his eyes could see only the fierce bear man and to him he addressed his speech. first he told of his plan to conquer the land of oz and plunder the country of its riches and enslave its people who being fairies could not be killed. after relating all this and telling of the tunnel the nome king was building he said he had come to ask the first and foremost to join the nomes with his band of terrible warriors and help them to defeat the oz people. the general spoke very earnestly and impressively but when he had finished the bear man began to laugh as if much amused and his laughter seemed to be echoed by a chorus of merriment from an unseen multitude. then for the first time guph began to feel a trifle worried. who else has promised to help you? finally asked the first and foremost. the whimsies replied the general. again the bear headed phanfasm laughed. any others? he inquired. only the growleywogs said guph. this answer set the first and foremost laughing anew.,[344],the_emerald_city_of_oz,False
126,How are the Whimsies described?,43,1,"“They had large, strong bodies, but heads so small that they were no bigger than door-knobs. Of course, such tiny heads could not contain any great amount of brains, and the Whimsies were so ashamed of their personal appearance and lack of commonsense that they wore big heads, made of pasteboard, which they fastened over their own little heads. On these pasteboard heads they sewed sheep's wool for hair, and the wool was colored many tints—pink, green and lavender being the favorite colors. The faces of these false heads were painted in many ridiculous ways, according to the whims of the owners, and these big, burly creatures looked so whimsical and absurd in their queer masks that they were called ""Whimsies."" They foolishly imagined that no one would suspect the little heads that were inside the imitation ones, not knowing that it is folly to try to appear otherwise than as nature has made us. The Chief of the Whimsies had as little wisdom as the others, and had been chosen chief merely because none among them was any wiser or more capable of ruling. The Whimsies were evil spirits and could not be killed. They were hated and feared by every one and were known as terrible fighters because they were so strong and muscular and had not sense enough to know when they were defeated.”",book6_the_emerald_city_of_oz_pg41667_images,67.0,6.0,How Guph Visited The Whimsies,2.0,"[67, 68]",the_emerald_city_of_oz,they had large strong bodies but heads so small that they were no bigger than door knobs. of course such tiny heads could not contain any great amount of brains and the whimsies were so ashamed of their personal appearance and lack of commonsense that they wore big heads made of pasteboard which they fastened over their own little heads. on these pasteboard heads they sewed sheeps wool for hair and the wool was colored many tints pink green and lavender being the favorite colors. the faces of these false heads were painted in many ridiculous ways according to the whims of the owners and these big burly creatures looked so whimsical and absurd in their queer masks that they were called whimsies. they foolishly imagined that no one would suspect the little heads that were inside the imitation ones not knowing that it is folly to try to appear otherwise than as nature has made us. the chief of the whimsies had as little wisdom as the others and had been chosen chief merely because none among them was any wiser or more capable of ruling. the whimsies were evil spirits and could not be killed. they were hated and feared by every one and were known as terrible fighters because they were so strong and muscular and had not sense enough to know when they were defeated.,[67],the_emerald_city_of_oz,True
127,How are the Whimsies described?,43,1,"“These Whimsies were curious people who lived in a retired country of their own. They had large, strong bodies, but heads so small that they were no bigger than door-knobs. Of course, such tiny heads could not contain any great amount of brains, and the Whimsies were so ashamed of their personal appearance and lack of commonsense that they wore big heads, made of pasteboard, which they fastened over their own little heads. On these pasteboard heads they sewed sheep's wool for hair, and the wool was colored many tints—pink, green and lavender being the favorite colors. The faces of these false heads were painted in many ridiculous ways, according to the whims of the owners, and these big, burly creatures looked so whimsical and absurd in their queer masks that they were called ""Whimsies."" They foolishly imagined that no one would suspect the little heads that were inside the imitation ones, not knowing that it is folly to try to appear otherwise than as nature has made us. The Chief of the Whimsies had as little wisdom as the others, and had been chosen chief merely because none among them was any wiser or more capable of ruling. The Whimsies were evil spirits and could not be killed. They were hated and feared by every one and were known as terrible fighters because they were so strong and muscular and had not sense enough to know when they were defeated. General Guph thought the Whimsies would be a great help to the Nomes in the conquest of Oz, for under his leadership they could be induced to fight as long so they could stand up.”",book6_the_emerald_city_of_oz_pg41667_images,67.0,6.0,How Guph Visited The Whimsies,2.0,"[67, 68, 69]",the_emerald_city_of_oz,these whimsies were curious people who lived in a retired country of their own. they had large strong bodies but heads so small that they were no bigger than door knobs. of course such tiny heads could not contain any great amount of brains and the whimsies were so ashamed of their personal appearance and lack of commonsense that they wore big heads made of pasteboard which they fastened over their own little heads. on these pasteboard heads they sewed sheeps wool for hair and the wool was colored many tints pink green and lavender being the favorite colors. the faces of these false heads were painted in many ridiculous ways according to the whims of the owners and these big burly creatures looked so whimsical and absurd in their queer masks that they were called whimsies. they foolishly imagined that no one would suspect the little heads that were inside the imitation ones not knowing that it is folly to try to appear otherwise than as nature has made us. the chief of the whimsies had as little wisdom as the others and had been chosen chief merely because none among them was any wiser or more capable of ruling. the whimsies were evil spirits and could not be killed. they were hated and feared by every one and were known as terrible fighters because they were so strong and muscular and had not sense enough to know when they were defeated. general guph thought the whimsies would be a great help to the nomes in the conquest of oz for under his leadership they could be induced to fight as long so they could stand up.,[67],the_emerald_city_of_oz,True
128,How are the Whimsies described?,43,3,"“""When we get our Magic Belt,"" he made reply, ""our King, Roquat the Red, will use its power to give every Whimsie a natural head as big and fine as the false head he now wears. Then you will no longer be ashamed because your big strong bodies have such teenty-weenty heads."" ""Oh! Will you do that?"" asked the Chief, eagerly. ""We surely will,"" promised the General. ""I'll talk to my people,"" said the Chief. So he called a meeting of all the Whimsies and told them of the offer made by the Nomes. The creatures were delighted with the bargain, and at once agreed to fight for the Nome King and help him to conquer Oz. One Whimsie alone seemed to have a glimmer of sense, for he asked: ""Suppose we fail to capture the Magic Belt? What will happen then, and what good will all our fighting do?"" But they threw him into the river for asking foolish questions, and laughed when the water ruined his pasteboard head before he could swim out again. So the compact was made and General Guph was delighted with his success in gaining such powerful allies. But there were other people, too, just as important as the Whimsies, whom the clever old Nome had determined to win to his side.”",book6_the_emerald_city_of_oz_pg41667_images,71.0,6.0,How Guph Visited The Whimsies,6.0,"[71, 72]",the_emerald_city_of_oz,when we get our magic belt he made reply our king roquat the red will use its power to give every whimsie a natural head as big and fine as the false head he now wears. then you will no longer be ashamed because your big strong bodies have such teenty weenty heads. oh! will you do that? asked the chief eagerly. we surely will promised the general. ill talk to my people said the chief. so he called a meeting of all the whimsies and told them of the offer made by the nomes. the creatures were delighted with the bargain and at once agreed to fight for the nome king and help him to conquer oz. one whimsie alone seemed to have a glimmer of sense for he asked: suppose we fail to capture the magic belt? what will happen then and what good will all our fighting do? but they threw him into the river for asking foolish questions and laughed when the water ruined his pasteboard head before he could swim out again. so the compact was made and general guph was delighted with his success in gaining such powerful allies. but there were other people too just as important as the whimsies whom the clever old nome had determined to win to his side.,[67],the_emerald_city_of_oz,False
129,"In The Emerald City of Oz, what is the first instance of the author speaking in second person?",44,1,"""PERHAPS I should admit on the title page that this book is ""By L. Frank Baum and his correspondents,"" for I have used many suggestions conveyed to me in letters from children. Once on a time I really imagined myself ""an author of fairy tales,"" but now I am merely an editor or private secretary for a host of youngsters whose ideas I am requested to weave into the thread of my stories. These ideas are often clever. They are also logical and interesting.""",book6_the_emerald_city_of_oz_pg41667_images,0.0,0.0,Preface,0.0,[0],the_emerald_city_of_oz,perhaps i should admit on the title page that this book is by l. frank baum and his correspondents for i have used many suggestions conveyed to me in letters from children. once on a time i really imagined myself an author of fairy tales but now i am merely an editor or private secretary for a host of youngsters whose ideas i am requested to weave into the thread of my stories. these ideas are often clever. they are also logical and interesting.,[58],the_emerald_city_of_oz,False
130,"In The Emerald City of Oz, what is the first instance of the author speaking in second person?",44,2,"""Far away in the South Country there lived in the mountains a band of strange people called Hammer-Heads, because they had no arms and used their flat heads to pound any one who came near them. Their necks were like rubber, so that they could shoot out their heads to quite a distance, and afterward draw them back again to their shoulders. The Hammer-Heads were called the ""Wild People,"" but never harmed any but those who disturbed them in the mountains where they lived. In some of the dense forests there lived great beasts of every sort; yet these were for the most part harmless and even sociable, and conversed agreeably with those who visited their haunts. The Kalidahs—beasts with bodies like bears and heads like tigers—had once been fierce and bloodthirsty, but even they were now nearly all tamed, although at times one or another of them would get cross and disagreeable.""",book6_the_emerald_city_of_oz_pg41667_images,29.0,3.0,How Ozma Granted Dorothy's Request,5.0,[29],the_emerald_city_of_oz,far away in the south country there lived in the mountains a band of strange people called hammer heads because they had no arms and used their flat heads to pound any one who came near them. their necks were like rubber so that they could shoot out their heads to quite a distance and afterward draw them back again to their shoulders. the hammer heads were called the wild people but never harmed any but those who disturbed them in the mountains where they lived. in some of the dense forests there lived great beasts of every sort; yet these were for the most part harmless and even sociable and conversed agreeably with those who visited their haunts. the kalidahs beasts with bodies like bears and heads like tigers had once been fierce and bloodthirsty but even they were now nearly all tamed although at times one or another of them would get cross and disagreeable.,[58],the_emerald_city_of_oz,False
131,"In The Emerald City of Oz, what is the first instance of the author speaking in second person?",2,1,"""It has nine thousand, six hundred and fifty-four buildings, in which lived fifty-seven thousand three hundred and eighteen people, up to the time my story opens.</p> <p><span class=""pagenum""><a id=""Page_30"">[30]</a></span> All the surrounding country, extending to the borders of the desert which enclosed it upon every side, was full of pretty and comfortable farmhouses, in which resided those inhabitants of Oz who preferred country to city life.</p> <p>Altogether there were more than half a million people in the Land of Oz—although some of them, as you will soon learn, were not made of flesh and blood as we are—and every inhabitant of that favored country was happy and prosperous.</p> <p>No disease of any sort was ever known among the Ozites, and so no one ever died unless he met with an accident that prevented him from living. This happened very seldom, indeed. There were no poor people in the Land of Oz, because there was no such thing as money, and all property of every sort belonged to the Ruler. The people were her children, and she cared for them. Each person was given freely by his neighbors whatever he required for his use, which is as much as any one may reasonably desire. Some tilled the lands and raised great crops of grain, which was divided equally among the entire population, so that all had enough. There were many tailors and dressmakers and shoemakers and the like, who made things that any who desired them might wear. Likewise there were jewelers who made ornaments for the person, which pleased and beautified the people, and these ornaments also were free to those who asked for them. Each<span class=""pagenum""><a id=""Page_31"">[31]</a></span> man and woman, no matter what he or she produced for the good of the community, was supplied by the neighbors with food and clothing and a house and furniture and ornaments and games. If by chance the supply ever ran short, more was taken from the great storehouses of the Ruler, which were afterward filled up again when there was more of any article than the people needed.</p> <p>Every one worked half the time and played half the time, and the people enjoyed the work as much as they did the play, because it is good to be occupied and to have something to do. There were no cruel overseers set to watch them, and no one to rebuke them or to find fault with them. So each one was proud to do all he could for his friends and neighbors, and was glad when they would accept the things he produced.</p> <p>You will know, by what I have here told you, that the Land of Oz was a remarkable country. I do not suppose such an arrangement would be practical with us, but Dorothy assures me that it works finely with the Oz people.</p> <p>Oz being a fairy country, the people were, of course, fairy people; but that does not mean that all of them were very unlike the people of our own world. There were all sorts of queer characters among them, but not a single one who was evil, or who possessed a selfish or violent nature.""</p>",book6_the_emerald_city_of_oz_pg41667_images,24.0,3.0,How Ozma Granted Dorothy's Request,0.0,"[24, 25, 26, 27, 28]",the_emerald_city_of_oz,it has nine thousand six hundred and fifty four buildings in which lived fifty seven thousand three hundred and eighteen people up to the time my story opens. all the surrounding country extending to the borders of the desert which enclosed it upon every side was full of pretty and comfortable farmhouses in which resided those inhabitants of oz who preferred country to city life. altogether there were more than half a million people in the land of oz although some of them as you will soon learn were not made of flesh and blood as we are and every inhabitant of that favored country was happy and prosperous. no disease of any sort was ever known among the ozites and so no one ever died unless he met with an accident that prevented him from living. this happened very seldom indeed. there were no poor people in the land of oz because there was no such thing as money and all property of every sort belonged to the ruler. the people were her children and she cared for them. each person was given freely by his neighbors whatever he required for his use which is as much as any one may reasonably desire. some tilled the lands and raised great crops of grain which was divided equally among the entire population so that all had enough. there were many tailors and dressmakers and shoemakers and the like who made things that any who desired them might wear. likewise there were jewelers who made ornaments for the person which pleased and beautified the people and these ornaments also were free to those who asked for them. each man and woman no matter what he or she produced for the good of the community was supplied by the neighbors with food and clothing and a house and furniture and ornaments and games. if by chance the supply ever ran short more was taken from the great storehouses of the ruler which were afterward filled up again when there was more of any article than the people needed. every one worked half the time and played half the time and the people enjoyed the work as much as they did the play because it is good to be occupied and to have something to do. there were no cruel overseers set to watch them and no one to rebuke them or to find fault with them. so each one was proud to do all he could for his friends and neighbors and was glad when they would accept the things he produced. you will know by what i have here told you that the land of oz was a remarkable country. i do not suppose such an arrangement would be practical with us but dorothy assures me that it works finely with the oz people. oz being a fairy country the people were of course fairy people; but that does not mean that all of them were very unlike the people of our own world. there were all sorts of queer characters among them but not a single one who was evil or who possessed a selfish or violent nature.,[58],the_emerald_city_of_oz,False
132,How does Baum explain reviving the Oz books after The Emerald City of Oz?,45,1,"“THROUGH the kindness of Dorothy Gale of Kansas, afterward Princess Dorothy of Oz, an humble writer in the United States of America was once appointed Royal Historian of Oz, with the privilege of writing the chronicle of that wonderful fairyland. But after making six books about the adventures of those interesting but queer people who live in the Land of Oz, the Historian learned with sorrow that by an edict of the Supreme Ruler, Ozma of Oz, her country would thereafter be rendered invisible to all who lived outside its borders and that all communication with Oz would, in the future, be cut off.</p> <p>The children who had learned to look for the books about Oz and who loved the stories about the gay and happy people inhabiting that favored country, were as sorry as their Historian that there would be no more books of Oz stories. They wrote many letters asking if the Historian did not know of some adventures to write about that had happened before the Land of Oz was shut out from all the rest of the world. But he did not know of any. Finally one of the children inquired why we couldn't hear from Princess Dorothy by wireless telegraph, which would enable her to communicate to the Historian whatever happened in the far-off Land of Oz without his seeing her, or even knowing just where Oz is.</p> <p>That seemed a good idea; so the Historian rigged up a high tower in his back yard, and took lessons in wireless telegraphy until he understood it, and then began to call ""Princess Dorothy of Oz"" by sending messages into the air.</p> <p>Now, it wasn't likely that Dorothy would be looking for wireless messages or would heed the call; but one thing the Historian was sure of, and that was that the powerful Sorceress, Glinda, would know what he was doing and that he desired to communicate with Dorothy.”",book7_the_patchwork_girl_of_oz_pg32094_images,0.0,0.0,Prologue,0.0,"[0, 1]",the_patchwork_girl_of_oz,through the kindness of dorothy gale of kansas afterward princess dorothy of oz an humble writer in the united states of america was once appointed royal historian of oz with the privilege of writing the chronicle of that wonderful fairyland. but after making six books about the adventures of those interesting but queer people who live in the land of oz the historian learned with sorrow that by an edict of the supreme ruler ozma of oz her country would thereafter be rendered invisible to all who lived outside its borders and that all communication with oz would in the future be cut off. the children who had learned to look for the books about oz and who loved the stories about the gay and happy people inhabiting that favored country were as sorry as their historian that there would be no more books of oz stories. they wrote many letters asking if the historian did not know of some adventures to write about that had happened before the land of oz was shut out from all the rest of the world. but he did not know of any. finally one of the children inquired why we couldnt hear from princess dorothy by wireless telegraph which would enable her to communicate to the historian whatever happened in the far off land of oz without his seeing her or even knowing just where oz is. that seemed a good idea; so the historian rigged up a high tower in his back yard and took lessons in wireless telegraphy until he understood it and then began to call princess dorothy of oz by sending messages into the air. now it wasnt likely that dorothy would be looking for wireless messages or would heed the call; but one thing the historian was sure of and that was that the powerful sorceress glinda would know what he was doing and that he desired to communicate with dorothy.,"[0, 1]",the_patchwork_girl_of_oz,True
133,How does Baum explain reviving the Oz books after The Emerald City of Oz?,45,1,"""PERHAPS I should admit on the title page that this book is ""By L. Frank Baum and his correspondents,"" for I have used many suggestions conveyed to me in letters from children. Once on a time I really imagined myself ""an author of fairy tales,"" but now I am merely an editor or private secretary for a host of youngsters whose ideas I am requested to weave into the thread of my stories.</p> <p>These ideas are often clever. They are also logical and interesting. So I have used them whenever I could find an opportunity, and it is but just that I acknowledge my indebtedness to my little friends.</p> <p>My, what imaginations these children have developed! Sometimes I am fairly astounded by their daring and genius. There will be no lack of fairy-tale authors in the future, I am sure. My readers have told me what to do with Dorothy, and Aunt Em and Uncle Henry, and I have obeyed their mandates. They have also given me a variety of subjects to write about in the future: enough, in fact, to keep me busy for some time. I am very proud of this alliance. Children love these stories because children have helped to create them. My readers know what they want and realize that I try to please them. The result is very satisfactory to the publishers, to me, and (I am quite sure) to the children.</p> <p>I hope, my dears, it will be a long time before we are obliged to dissolve partnership.</p> <p> <i>Coronado, 1910</i><br> <span class=""sigleft smcap"">L. Frank Baum.</span><br> </p>""",book6_the_emerald_city_of_oz_pg41667_images,0.0,0.0,Preface,0.0,"[0, 1]",the_emerald_city_of_oz,perhaps i should admit on the title page that this book is by l. frank baum and his correspondents for i have used many suggestions conveyed to me in letters from children. once on a time i really imagined myself an author of fairy tales but now i am merely an editor or private secretary for a host of youngsters whose ideas i am requested to weave into the thread of my stories. these ideas are often clever. they are also logical and interesting. so i have used them whenever i could find an opportunity and it is but just that i acknowledge my indebtedness to my little friends. my what imaginations these children have developed! sometimes i am fairly astounded by their daring and genius. there will be no lack of fairy tale authors in the future i am sure. my readers have told me what to do with dorothy and aunt em and uncle henry and i have obeyed their mandates. they have also given me a variety of subjects to write about in the future: enough in fact to keep me busy for some time. i am very proud of this alliance. children love these stories because children have helped to create them. my readers know what they want and realize that i try to please them. the result is very satisfactory to the publishers to me and (i am quite sure) to the children. i hope my dears it will be a long time before we are obliged to dissolve partnership. coronado 1910 l. frank baum.,"[0, 1]",the_patchwork_girl_of_oz,False
134,How does Baum explain reviving the Oz books after The Emerald City of Oz?,45,3,"“To my readers: Well, my dears, here is what you have asked for: another ""Oz Book"" about Dorothy's strange adventures. Toto is in this story, because you wanted him to be there, and many other characters which you will recognize are in the story, too. Indeed, the wishes of my little correspondents have been considered as carefully as possible, and if the story is not exactly as you would have written it yourselves, you must remember that a story has to be a story before it can be written down, and the writer cannot change it much without spoiling it.</p> <p>In the preface to ""Dorothy and the Wizard in Oz"" I said I would like to write some stories that were not ""Oz"" stories, because I thought I had written about Oz long enough; but since that volume was published I have been fairly deluged with letters from children imploring me to ""write more about Dorothy,"" and ""more about Oz,"" and since I write only to please the children I shall try to respect their wishes.</p> <p>There are some new characters in this book that ought to win your love. I'm very fond of the shaggy man myself, and I think you will like him, too. As for Polychrome—the Rainbow's Daughter—and stupid little Button-Bright, they seem to have brought a new element of fun into these Oz stories, and I am glad I discovered them. Yet I am anxious to have you write and tell me how you like them.</p> <p>Since this book was written I have received some very remarkable news from The Land of Oz, which has greatly astonished me. I believe it will astonish you, too, my dears, when you hear it. But it is such a long and exciting story that it must be saved for another book—and perhaps that book will be the last story that will ever be told about the Land of Oz.”",book5_the_road_to_ozpg26624_images,0.0,0.0,Preface,0.0,"[0, 1]",the_road_to_oz,to my readers: well my dears here is what you have asked for: another oz book about dorothys strange adventures. toto is in this story because you wanted him to be there and many other characters which you will recognize are in the story too. indeed the wishes of my little correspondents have been considered as carefully as possible and if the story is not exactly as you would have written it yourselves you must remember that a story has to be a story before it can be written down and the writer cannot change it much without spoiling it. in the preface to dorothy and the wizard in oz i said i would like to write some stories that were not oz stories because i thought i had written about oz long enough; but since that volume was published i have been fairly deluged with letters from children imploring me to write more about dorothy and more about oz and since i write only to please the children i shall try to respect their wishes. there are some new characters in this book that ought to win your love. im very fond of the shaggy man myself and i think you will like him too. as for polychrome the rainbows daughter and stupid little button bright they seem to have brought a new element of fun into these oz stories and i am glad i discovered them. yet i am anxious to have you write and tell me how you like them. since this book was written i have received some very remarkable news from the land of oz which has greatly astonished me. i believe it will astonish you too my dears when you hear it. but it is such a long and exciting story that it must be saved for another book and perhaps that book will be the last story that will ever be told about the land of oz.,"[0, 1]",the_patchwork_girl_of_oz,False
